,size,total_sqft,bath,price,location,bhk,price_per_sqft
4672,4 BHK,3160.0,4.0,206.0,Khadaki,4,65.18987341772151
4673,3 BHK,2100.0,4.0,145.0,Khadaki,3,69.04761904761905
4674,3 BHK,1414.0,3.0,77.5,Khadaki,3,54.80905233380481
4676,3 Bedroom,1500.0,3.0,125.0,Khadaki,3,83.33333333333333
4677,3 BHK,1595.0,3.0,110.0,Khadaki,3,68.96551724137932
4679,2 BHK,1350.0,2.0,72.0,Khadaki,2,53.333333333333336
4680,3 BHK,2120.0,3.0,177.0,Khadaki,3,83.49056603773585
4681,3 BHK,1777.26,3.0,105.0,Khadaki,3,59.079706964653454
4682,2 BHK,1341.0,2.0,95.0,Khadaki,2,70.84265473527219
4683,2 BHK,1325.0,2.0,65.0,Khadaki,2,49.056603773584904
4684,2 BHK,1070.0,2.0,38.0,Khadaki,2,35.51401869158879
4685,2 BHK,1080.0,2.0,75.0,Khadaki,2,69.44444444444444
4686,2 BHK,1125.0,2.0,44.5,Khadaki,2,39.55555555555556
4687,3 BHK,1450.0,3.0,90.0,Khadaki,3,62.06896551724138
4688,2 Bedroom,1200.0,3.0,45.0,Khadaki,2,37.5
4690,2 BHK,1285.0,2.0,45.0,Khadaki,2,35.01945525291829
4691,2 BHK,1232.0,2.0,87.0,Khadaki,2,70.61688311688312
4693,3 BHK,1700.0,3.0,120.0,Khadaki,3,70.58823529411765
4694,2 BHK,1210.0,2.0,78.0,Khadaki,2,64.46280991735537
4695,2 BHK,1110.0,2.0,52.0,Khadaki,2,46.846846846846844
4696,3 BHK,1640.0,3.0,86.8,Khadaki,3,52.926829268292686
4697,2 BHK,800.0,1.0,29.0,Khadaki,2,36.25
4698,3 BHK,1655.0,3.0,90.0,Khadaki,3,54.38066465256797
4699,2 BHK,1255.0,2.0,52.32,Khadaki,2,41.689243027888445
4700,3 BHK,1650.0,3.0,94.0,Khadaki,3,56.96969696969697
4701,1 BHK,605.0,1.0,22.0,Khadaki,1,36.36363636363637
4702,3 BHK,1685.0,3.0,101.0,Khadaki,3,59.9406528189911
4703,3 BHK,1700.0,3.0,93.5,Khadaki,3,55.0
4704,3 BHK,1460.0,2.0,80.0,Khadaki,3,54.794520547945204
4705,2 BHK,1225.0,2.0,68.0,Khadaki,2,55.51020408163265
4706,2 BHK,1392.0,2.0,95.0,Khadaki,2,68.24712643678161
4707,2 BHK,1200.0,2.0,50.0,Khadaki,2,41.666666666666664
4708,3 BHK,2400.0,2.0,195.0,Khadaki,3,81.25
4709,3 BHK,1626.6,3.0,133.0,Khadaki,3,81.76564613303825
4710,2 BHK,1200.0,2.0,42.6,Khadaki,2,35.5
4712,4 BHK,2732.0,4.0,204.0,Khadaki,4,74.6705710102489
4715,3 BHK,1450.0,3.0,79.0,Khadaki,3,54.48275862068966
4716,2 BHK,985.0,2.0,40.5,Khadaki,2,41.11675126903553
4717,2 BHK,1165.0,2.0,59.8,Khadaki,2,51.33047210300429
4719,2 BHK,1025.0,2.0,45.0,Khadaki,2,43.90243902439025
4721,2 BHK,1140.0,2.0,56.0,Khadaki,2,49.12280701754386
4722,2 BHK,1260.0,2.0,70.0,Khadaki,2,55.55555555555556
4725,2 BHK,1280.0,2.0,88.0,Khadaki,2,68.75
4726,3 BHK,1426.0,3.0,85.0,Khadaki,3,59.60729312762973
4728,3 BHK,1500.0,3.0,90.0,Khadaki,3,60.0
4729,2 BHK,1180.0,2.0,80.0,Khadaki,2,67.79661016949153
4730,2 BHK,1291.0,2.0,72.3,Khadaki,2,56.00309837335399
4731,1 BHK,600.0,1.0,38.0,Khadki,1,63.333333333333336
4733,2 BHK,1290.0,2.0,110.0,Khadki,2,85.27131782945736
4734,3 BHK,1645.0,3.0,95.0,Khadki,3,57.75075987841945
4736,3 BHK,1599.0,3.0,125.0,Khadki,3,78.17385866166354
4737,4 BHK,4104.0,4.0,360.0,Khadki,4,87.71929824561404
4738,3 BHK,1640.0,4.0,91.0,Khadki,3,55.48780487804878
4739,2 BHK,1200.0,2.0,93.0,Khadki,2,77.5
4740,3 BHK,1824.0,3.0,125.0,Khadki,3,68.53070175438596
4741,2 BHK,1233.0,2.0,43.0,Khadki,2,34.8742903487429
4742,2 BHK,1194.0,2.0,47.0,Khadki,2,39.36348408710218
4744,2 BHK,1065.0,2.0,35.0,Khadki,2,32.863849765258216
4745,6 Bedroom,3770.0,6.0,110.0,Khadki,6,29.177718832891248
4746,3 BHK,1626.0,3.0,89.0,Khadki,3,54.73554735547356
4747,4 BHK,2774.0,4.0,207.0,Khadki,4,74.62148521989906
4748,2 BHK,916.0,2.0,42.0,Khadki,2,45.851528384279476
4749,2 BHK,1100.0,2.0,65.0,Khadki,2,59.09090909090909
4750,2 BHK,1235.0,2.0,46.8,Khadki,2,37.89473684210526
4751,2 BHK,1200.0,2.0,49.5,Khadki,2,41.25
4752,2 BHK,1200.0,2.0,70.0,Khadki,2,58.333333333333336
4753,2 BHK,1259.0,2.0,57.0,Khadki,2,45.274027005559965
4754,1 BHK,714.0,1.0,28.0,Khadki,1,39.21568627450981
4755,3 BHK,1929.0,3.0,115.0,Khadki,3,59.616381544841886
4756,2 BHK,1400.0,2.0,67.0,Khadki,2,47.857142857142854
4757,2 BHK,1043.0,2.0,55.0,Khadki,2,52.73250239693193
4758,2 BHK,1180.0,2.0,52.0,Khadki,2,44.067796610169495
4760,7 Bedroom,4800.0,7.0,170.0,Khadki,7,35.416666666666664
4762,3 BHK,2559.0,3.0,141.0,Khadki,3,55.09964830011723
4763,3 BHK,1584.01,3.0,103.0,Khadki,3,65.02484201488627
4764,2 Bedroom,1350.0,2.0,100.0,Khadki,2,74.07407407407408
4765,2 BHK,1300.0,2.0,79.0,Khadki,2,60.76923076923077
4766,2 BHK,1290.0,2.0,49.02,Khadki,2,38.0
4768,3 BHK,1482.0,2.0,97.0,Khadki,3,65.45209176788124
4769,3 BHK,1645.0,3.0,95.0,Khadki,3,57.75075987841945
4770,4 BHK,4104.0,4.0,360.0,Khadki,4,87.71929824561404
4771,3 BHK,1700.0,3.0,140.0,Khadki,3,82.3529411764706
4772,3 BHK,1868.0,3.0,120.0,Khadki,3,64.23982869379014
4774,2 BHK,1330.0,2.0,75.0,Khadki,2,56.390977443609025
4777,2 BHK,1351.0,2.0,77.0,Khadki,2,56.994818652849744
4778,2 BHK,1153.0,2.0,43.5,Khadki,2,37.72766695576756
4779,2 BHK,1050.0,2.0,42.0,Khadki,2,40.0
4780,7 BHK,2425.0,7.0,140.0,Khadki,7,57.7319587628866
4781,2 BHK,1349.0,2.0,97.8,Khadki,2,72.49814677538917
4782,2 BHK,1384.0,2.0,59.0,Khadki,2,42.630057803468205
4783,2 BHK,1085.0,2.0,64.0,Khadki,2,58.986175115207374
4785,3 BHK,1769.0,3.0,96.87,Khadki,3,54.75975127190503
4786,2 BHK,1070.0,2.0,58.0,Khadki,2,54.205607476635514
4787,2 BHK,1240.0,2.0,100.0,Khadki,2,80.64516129032258
4788,2 BHK,1274.0,2.0,81.0,Khadki,2,63.57927786499215
4789,3 BHK,1605.0,3.0,105.0,Khadki,3,65.42056074766356
4791,2 BHK,1190.0,2.0,33.92,Khadki,2,28.50420168067227
4792,2 BHK,1196.0,2.0,40.44,Khadki,2,33.812709030100336
4793,2 BHK,1560.0,2.0,85.0,Khadki,2,54.48717948717949
4794,2 BHK,1339.0,2.0,85.0,Khadki,2,63.48020911127707
4798,2 BHK,959.0,2.0,42.5,Khadki,2,44.316996871741395
4799,3 BHK,1580.0,3.0,105.0,Khadki,3,66.45569620253164
4800,2 BHK,700.0,2.0,29.0,Khadki,2,41.42857142857143
4801,2 BHK,1039.0,2.0,50.0,Khadki,2,48.12319538017324
4803,2 BHK,927.0,2.0,50.0,Khadki,2,53.937432578209275
4804,3 BHK,1894.0,3.0,115.0,Khadki,3,60.71805702217529
4805,2 BHK,1450.0,2.0,55.99,Khadki,2,38.61379310344827
4806,2 BHK,1180.0,2.0,88.5,Khadki,2,75.0
4807,3 BHK,1826.0,3.0,125.0,Khadki,3,68.45564074479738
4808,3 BHK,1564.0,3.0,103.0,Khadki,3,65.85677749360613
4809,2 BHK,1200.0,2.0,100.0,Khadki,2,83.33333333333333
4810,1 BHK,663.0,1.0,46.1,Khadki,1,69.53242835595776
4811,2 BHK,1000.0,2.0,28.88,Khadki,2,28.88
4813,2 BHK,1225.0,2.0,47.0,Khadki,2,38.36734693877551
4814,2 BHK,1275.0,2.0,105.0,Khadki,2,82.3529411764706
4815,2 BHK,1200.0,2.0,52.0,Khadki,2,43.333333333333336
4816,2 BHK,1210.0,2.0,77.0,Khadki,2,63.63636363636363
4818,4 Bedroom,2200.0,2.0,150.0,Khadki,4,68.18181818181819
4819,3 BHK,2275.0,4.0,175.0,Khadki,3,76.92307692307692
4820,2 BHK,1513.0,2.0,62.0,Khadki,2,40.97818902842036
4821,3 BHK,1500.0,2.0,100.0,Khadki,3,66.66666666666667
4822,2 BHK,1290.0,2.0,80.04,Khadki,2,62.04651162790697
4823,2 BHK,1225.0,2.0,77.0,Khadki,2,62.857142857142854
4824,2 BHK,1225.0,2.0,69.84,Khadki,2,57.012244897959185
4825,3 BHK,1804.0,3.0,127.0,Khadki,3,70.39911308203992
4826,2 BHK,1100.0,2.0,70.0,Khadki,2,63.63636363636363
4828,2 BHK,1074.0,2.0,54.0,Khadki,2,50.279329608938546
4829,2 BHK,1120.0,2.0,39.29,Khadki,2,35.080357142857146
4831,3 BHK,1879.0,3.0,155.0,Khadki,3,82.49068653539116
4833,2 BHK,1105.0,2.0,38.0,Khadki,2,34.38914027149321
4835,2 BHK,1200.0,2.0,70.0,Khadki,2,58.333333333333336
4836,2 BHK,933.0,2.0,55.0,Khadki,2,58.949624866023576
4837,2 BHK,900.0,2.0,41.0,Khadki,2,45.55555555555556
4838,2 BHK,1232.0,2.0,80.0,Khadki,2,64.93506493506493
4839,2 BHK,1165.0,2.0,33.64,Khadki,2,28.875536480686694
4840,2 BHK,1200.0,2.0,70.0,Khadki,2,58.333333333333336
4841,2 BHK,1194.0,2.0,46.0,Khadki,2,38.52596314907873
4842,2 BHK,1224.0,2.0,105.0,Khadki,2,85.7843137254902
4843,2 BHK,1115.0,2.0,50.0,Khadki,2,44.84304932735426
4844,2 BHK,1588.0,2.0,58.0,Khadki,2,36.523929471032744
4845,2 BHK,900.0,2.0,45.0,Khadki,2,50.0
4846,1 Bedroom,600.0,1.0,55.0,Khadki,1,91.66666666666667
4847,2 BHK,1339.0,2.0,67.0,Khadki,2,50.03734129947722
4848,1 Bedroom,812.0,1.0,26.0,Khadki,1,32.01970443349754
4849,1 Bedroom,660.0,1.0,48.0,Kharadi,1,72.72727272727273
4850,3 BHK,1260.0,2.0,85.05,Kharadi,3,67.5
4852,2 BHK,1000.0,2.0,67.0,Kharadi,2,67.0
4854,2 BHK,1150.0,2.0,70.0,Kharadi,2,60.869565217391305
4855,3 BHK,1790.0,3.0,100.0,Kharadi,3,55.865921787709496
4858,2 Bedroom,2400.0,3.0,150.0,Kharadi,2,62.5
4860,3 BHK,1420.0,2.0,96.0,Kharadi,3,67.6056338028169
4861,3 BHK,1596.0,3.0,105.0,Kharadi,3,65.78947368421052
4864,3 BHK,1390.0,3.0,120.0,Kharadi,3,86.33093525179856
4865,6 BHK,2700.0,4.0,214.0,Kharadi,6,79.25925925925925
4867,2 Bedroom,1350.0,2.0,80.0,Kharadi,2,59.25925925925926
4868,1 BHK,688.0,1.0,50.0,Kharadi,1,72.67441860465117
4870,1 BHK,750.0,1.0,25.0,Kharadi,1,33.333333333333336
4871,6 BHK,3600.0,6.0,120.0,Kharadi,6,33.333333333333336
4872,3 BHK,1862.0,3.0,120.0,Kharadi,3,64.44683136412459
4873,3 BHK,1570.0,3.0,88.0,Kharadi,3,56.05095541401274
4875,2 BHK,1196.0,2.0,71.74,Kharadi,2,59.98327759197324
4881,2 BHK,1224.0,2.0,105.0,Kharadi,2,85.7843137254902
4882,1 BHK,525.0,1.0,26.0,Kharadi,1,49.523809523809526
4883,3 BHK,1340.0,3.0,77.0,Kharadi,3,57.46268656716418
4884,6 Bedroom,4200.0,6.0,180.0,Kharadi,6,42.857142857142854
4888,2 BHK,1163.0,2.0,98.86,Kharadi,2,85.0042992261393
4889,4 BHK,5000.0,4.0,375.0,Kharadi,4,75.0
4890,3 BHK,1591.0,3.0,120.0,Kharadi,3,75.4242614707731
4893,3 BHK,1917.0,4.0,113.0,Kharadi,3,58.94627021387585
4895,3 BHK,1636.0,3.0,119.0,Kharadi,3,72.73838630806846
4896,2 BHK,1235.0,2.0,90.0,Kharadi,2,72.8744939271255
4900,1 Bedroom,750.0,1.0,30.0,Kharadi,1,40.0
4903,3 BHK,1810.0,3.0,118.0,Kharadi,3,65.19337016574586
4904,2 Bedroom,600.0,1.0,52.0,Kharadi,2,86.66666666666667
4905,2 BHK,1290.0,2.0,73.0,Kharadi,2,56.58914728682171
4906,3 BHK,1250.0,2.0,77.88,Kharadi,3,62.304
4907,3 BHK,1859.0,3.0,108.0,Kharadi,3,58.095750403442715
4910,3 Bedroom,3044.0,3.0,183.0,Kharadi,3,60.11826544021025
4912,2 BHK,992.0,2.0,60.0,Kharadi,2,60.483870967741936
4913,2 BHK,1025.0,2.0,90.0,Kharadi,2,87.8048780487805
4914,2 Bedroom,1200.0,1.0,103.0,Kharadi,2,85.83333333333333
4915,3 BHK,1300.0,2.0,75.0,Kharadi,3,57.69230769230769
4916,2 BHK,1210.0,2.0,80.0,Kharadi,2,66.11570247933884
4917,1 Bedroom,375.0,1.0,26.0,Kharadi,1,69.33333333333333
4918,4 Bedroom,2400.0,5.0,180.0,Kharadi,4,75.0
4921,2 BHK,1160.0,2.0,70.0,Kharadi,2,60.3448275862069
4923,3 BHK,1689.0,3.0,103.0,Kharadi,3,60.98283007696862
4924,3 BHK,1567.0,3.0,100.0,Kharadi,3,63.81620931716656
4926,3 BHK,1464.0,2.0,135.0,Kharadi,3,92.21311475409836
4929,2 BHK,1260.0,2.0,71.195,Kharadi,2,56.50396825396825
4934,3 BHK,1450.0,3.0,79.0,Kharadi,3,54.48275862068966
4935,2 BHK,1265.0,2.0,72.0,Kharadi,2,56.91699604743083
4936,3 BHK,1595.0,3.0,105.0,Kharadi,3,65.8307210031348
4937,3 BHK,1522.0,3.0,90.0,Kharadi,3,59.13272010512483
4940,4 BHK,3418.0,3.0,235.0,Kharadi,4,68.75365710942071
4941,2 BHK,1162.0,2.0,69.0,Kharadi,2,59.38037865748709
4942,1 BHK,650.0,1.0,35.0,Kharadi,1,53.84615384615385
4943,2 BHK,1230.0,2.0,80.0,Kharadi,2,65.04065040650407
4944,3 BHK,1515.0,2.0,135.0,Kharadi,3,89.10891089108911
4946,2 BHK,1011.0,2.0,59.0,Kharadi,2,58.35806132542037
4951,3 BHK,1650.0,3.0,100.0,Kharadi,3,60.60606060606061
4952,3 BHK,1305.0,2.0,77.0,Kharadi,3,59.00383141762452
4954,2 BHK,1010.0,2.0,57.0,Kharadi,2,56.43564356435643
4957,3 Bedroom,3000.0,4.0,240.0,Kharadi,3,80.0
4959,3 BHK,1916.0,2.0,150.0,Kharadi,3,78.28810020876827
4961,3 BHK,1694.0,3.0,125.0,Kharadi,3,73.78984651711924
4965,2 BHK,1330.74,2.0,91.79,Kondhwa,2,68.9766596029277
4966,8 Bedroom,5000.0,8.0,250.0,Kondhwa,8,50.0
4967,2 BHK,1080.0,2.0,39.0,Kondhwa,2,36.111111111111114
4968,4 Bedroom,2650.0,4.0,198.0,Kondhwa,4,74.71698113207547
4969,2 BHK,1069.0,2.0,55.0,Kondhwa,2,51.44995322731525
4970,4 BHK,5230.0,6.0,465.0,Kondhwa,4,88.91013384321224
4971,3 BHK,1920.0,3.0,134.0,Kondhwa,3,69.79166666666667
4972,3 BHK,1470.0,2.0,82.0,Kondhwa,3,55.78231292517007
4973,2 BHK,1246.0,2.0,67.3,Kondhwa,2,54.012841091492774
4974,3 BHK,1548.0,3.0,89.5,Kondhwa,3,57.81653746770026
4975,1 Bedroom,750.0,1.0,56.25,Kondhwa,1,75.0
4976,3 BHK,1510.0,2.0,105.0,Kondhwa,3,69.5364238410596
4977,2 BHK,1009.0,2.0,38.34,Kondhwa,2,37.998017839445
4978,2 BHK,687.325,2.0,42.72,Kondhwa,2,62.1540028370858
4979,4 Bedroom,1200.0,4.0,72.0,Kondhwa,4,60.0
4980,3 BHK,1585.0,3.0,88.0,Kondhwa,3,55.5205047318612
4981,3 BHK,1722.0,3.0,95.0,Kondhwa,3,55.16840882694541
4982,2 BHK,925.0,2.0,40.0,Kondhwa,2,43.24324324324324
4984,2 BHK,1100.0,2.0,53.35,Kondhwa,2,48.5
4985,3 BHK,1400.0,3.0,115.0,Kondhwa,3,82.14285714285714
4986,2 BHK,935.0,2.0,45.0,Kondhwa,2,48.1283422459893
4987,2 Bedroom,1200.0,2.0,58.5,Kondhwa,2,48.75
4989,3 BHK,1405.0,2.0,77.0,Kondhwa,3,54.804270462633454
4991,3 Bedroom,1200.0,2.0,65.0,Kondhwa,3,54.166666666666664
4992,2 BHK,912.0,2.0,55.0,Kondhwa,2,60.30701754385965
4993,2 BHK,1040.0,2.0,46.0,Kondhwa,2,44.23076923076923
4994,3 BHK,1662.0,3.0,85.0,Kondhwa,3,51.143200962695545
4995,3 BHK,1200.0,3.0,66.0,Kondhwa,3,55.0
4996,3 BHK,1350.0,2.0,68.0,Kondhwa,3,50.370370370370374
4999,3 BHK,1310.0,2.0,85.0,Kondhwa,3,64.8854961832061
5001,2 BHK,1170.0,2.0,46.8,Kondhwa,2,40.0
5002,3 BHK,1839.0,3.0,165.0,Kondhwa,3,89.7226753670473
5003,2 BHK,1125.0,2.0,44.0,Kondhwa,2,39.111111111111114
5004,3 BHK,1570.0,3.0,140.0,Kondhwa,3,89.171974522293
5005,5 Bedroom,3295.0,4.0,260.0,Kondhwa,5,78.90743550834598
5006,3 BHK,1515.0,2.0,79.0,Kondhwa,3,52.14521452145215
5007,3 BHK,1466.0,2.0,140.0,Kondhwa,3,95.49795361527967
5008,1 BHK,705.0,1.0,52.5,Kondhwa,1,74.46808510638297
5009,3 BHK,1395.0,2.0,72.0,Kondhwa,3,51.61290322580645
5010,1 BHK,661.0,1.0,36.0,Kondhwa,1,54.46293494704992
5011,5 BHK,4500.0,7.0,294.0,Kondhwa,5,65.33333333333333
5012,2 Bedroom,1200.0,2.0,63.0,Kondhwa,2,52.5
5013,2 BHK,1210.0,2.0,74.0,Kondhwa,2,61.15702479338843
5014,2 BHK,1005.0,2.0,39.77,Kondhwa,2,39.57213930348259
5015,2 BHK,981.0,2.0,37.28,Kondhwa,2,38.00203873598369
5017,4 BHK,1554.3,4.0,131.0,Kondhwa,4,84.28231358167665
5019,2 BHK,1100.0,2.0,60.0,Kondhwa,2,54.54545454545455
5022,2 BHK,1079.0,2.0,60.0,Kondhwa,2,55.60704355885079
5023,2 BHK,750.0,2.0,33.0,Kondhwa,2,44.0
5024,3 BHK,1490.0,3.0,79.0,Kondhwa,3,53.02013422818792
5025,2 BHK,1096.0,2.0,40.55,Kondhwa,2,36.99817518248175
5026,2 BHK,1080.0,2.0,44.8,Kondhwa,2,41.48148148148148
5027,3 BHK,1593.0,3.0,118.0,Kondhwa,3,74.07407407407408
5028,2 BHK,1163.0,2.0,68.0,Kondhwa,2,58.46947549441101
5030,2 BHK,883.0,2.0,37.0,Kondhwa,2,41.90260475651189
5031,3 BHK,2000.0,3.0,165.0,Kondhwa,3,82.5
5033,3 BHK,1600.0,3.0,83.0,Kondhwa,3,51.875
5034,2 BHK,1007.0,2.0,66.0,Kondhwa,2,65.54121151936445
5035,3 BHK,1255.0,2.0,95.0,Kondhwa,3,75.69721115537848
5036,3 BHK,1760.0,3.0,142.0,Kondhwa,3,80.68181818181819
5037,2 BHK,1000.0,2.0,34.0,Kondhwa,2,34.0
5038,4 BHK,3602.0,4.0,280.0,Kondhwa,4,77.73459189339256
5041,2 BHK,1047.0,2.0,89.0,Kondhwa,2,85.00477554918815
5043,3 BHK,1365.0,3.0,80.0,Kondhwa,3,58.608058608058606
5045,3 BHK,1640.0,3.0,120.0,Kondhwa,3,73.17073170731707
5046,2 BHK,750.0,2.0,27.0,Kondhwa,2,36.0
5047,3 BHK,1580.0,3.0,125.0,Kondhwa,3,79.11392405063292
5048,4 Bedroom,2200.0,4.0,130.0,Kondhwa,4,59.09090909090909
5049,2 BHK,1240.0,2.0,42.04,Kondhwa,2,33.903225806451616
5050,2 BHK,1235.0,2.0,52.76,Kondhwa,2,42.72064777327935
5051,3 BHK,1100.0,3.0,58.0,Kondhwa,3,52.72727272727273
5052,3 Bedroom,1232.0,3.0,96.0,Kondhwa,3,77.92207792207792
5054,3 BHK,1480.0,3.0,100.0,Kondhwa,3,67.56756756756756
5055,3 BHK,2087.0,4.0,139.0,Kondhwa,3,66.60277910876857
5056,2 BHK,1073.0,2.0,72.0,Kondhwa,2,67.10158434296365
5057,1 Bedroom,1500.0,2.0,85.0,Kondhwa,1,56.666666666666664
5058,3 BHK,1750.0,3.0,120.0,Kondhwa,3,68.57142857142857
5059,3 BHK,1262.0,2.0,65.0,Kondhwa,3,51.50554675118859
5061,2 BHK,1167.0,2.0,63.0,Kondhwa,2,53.98457583547558
5062,2 BHK,660.0,1.0,23.0,Kondhwa,2,34.84848484848485
5065,2 BHK,1010.0,2.0,38.0,Kondhwa,2,37.62376237623762
5066,3 BHK,1450.0,2.0,102.0,Kondhwa,3,70.34482758620689
5068,2 BHK,1003.5,2.0,28.095,Kondhwa,2,27.997010463378178
5070,3 BHK,1530.0,2.0,89.0,Kondhwa,3,58.169934640522875
5073,2 BHK,1125.0,2.0,65.0,Kondhwa,2,57.77777777777778
5074,2 BHK,1175.0,2.0,83.0,Kondhwa,2,70.63829787234043
5075,2 BHK,1273.0,2.0,60.0,Kondhwa,2,47.132757266300075
5076,2 BHK,1194.0,2.0,47.0,Kondhwa,2,39.36348408710218
5078,2 BHK,995.0,2.0,48.0,Kondhwa,2,48.24120603015076
5079,2 BHK,1255.0,2.0,55.5,Kondhwa,2,44.223107569721115
5080,2 BHK,1055.0,2.0,75.0,Kondhwa,2,71.09004739336493
5081,2 BHK,825.0,2.0,30.0,Kondhwa,2,36.36363636363637
5082,2 Bedroom,754.0,2.0,69.99,Kondhwa,2,92.82493368700266
5083,2 BHK,957.0,2.0,56.0,Kondhwa,2,58.51619644723093
5084,2 BHK,1025.0,2.0,43.04,Kondhwa,2,41.990243902439026
5085,4 BHK,2425.0,5.0,195.0,Kondhwa,4,80.41237113402062
5086,5 BHK,3050.0,5.0,213.0,Kondhwa Budruk,5,69.8360655737705
5087,3 BHK,1933.0,3.0,129.0,Kondhwa Budruk,3,66.73564407656492
5088,2 BHK,1192.0,2.0,74.0,Kondhwa Budruk,2,62.080536912751676
5089,3 BHK,1933.0,3.0,140.0,Kondhwa Budruk,3,72.42628039317124
5090,2 BHK,1155.0,2.0,42.74,Kondhwa Budruk,2,37.004329004329
5091,2 BHK,1374.0,2.0,95.0,Kondhwa Budruk,2,69.14119359534207
5092,2 BHK,1160.0,2.0,40.61,Kondhwa Budruk,2,35.008620689655174
5093,2 BHK,1141.0,2.0,42.79,Kondhwa Budruk,2,37.50219106047327
5094,3 Bedroom,2238.0,3.0,140.0,Kondhwa Budruk,3,62.55585344057194
5097,2 BHK,950.0,2.0,65.0,Kondhwa Budruk,2,68.42105263157895
5100,2 BHK,1050.0,2.0,45.0,Kondhwa Budruk,2,42.857142857142854
5101,2 BHK,845.0,2.0,33.0,Kondhwa Budruk,2,39.053254437869825
5102,2 BHK,1370.0,2.0,56.17,Kondhwa Budruk,2,41.0
5103,3 BHK,2800.0,3.0,330.0,Kondhwa Budruk,3,117.85714285714286
5104,2 BHK,1331.0,2.0,107.0,Kondhwa Budruk,2,80.39068369646883
5105,2 Bedroom,1350.0,1.0,100.0,Kondhwa Budruk,2,74.07407407407408
5107,2 BHK,877.0,2.0,30.0,Kondhwa Budruk,2,34.20752565564424
5108,2 BHK,970.0,2.0,27.0,Kondhwa Budruk,2,27.835051546391753
5109,2 BHK,1216.0,2.0,79.0,Kondhwa Budruk,2,64.96710526315789
5110,2 BHK,1142.0,2.0,51.0,Kondhwa Budruk,2,44.6584938704028
5111,2 BHK,1418.0,2.0,101.0,Kondhwa Budruk,2,71.22708039492242
5112,4 BHK,3161.0,4.0,214.0,Kondhwa Budruk,4,67.7000949066751
5113,2 BHK,1102.0,2.0,48.0,Kondhwa Budruk,2,43.55716878402904
5115,2 BHK,1285.0,2.0,60.0,Kondhwa Budruk,2,46.69260700389105
5117,2 BHK,940.0,2.0,56.8,Kondhwa Budruk,2,60.42553191489362
5119,2 BHK,1200.0,2.0,45.0,Kondhwa Budruk,2,37.5
5121,2 BHK,1550.0,2.0,160.0,Kondhwa Budruk,2,103.2258064516129
5123,2 Bedroom,1200.0,2.0,70.0,Kondhwa Budruk,2,58.333333333333336
5124,3 BHK,3480.0,4.0,284.0,Kondhwa Budruk,3,81.60919540229885
5126,5 Bedroom,2500.0,3.0,200.0,Kondhwa Budruk,5,80.0
5127,3 BHK,1730.0,3.0,100.0,Kondhwa Budruk,3,57.80346820809248
5128,3 BHK,1880.0,3.0,94.36,Kondhwa Budruk,3,50.191489361702125
5130,2 BHK,1464.0,2.0,56.0,Kondhwa Budruk,2,38.25136612021858
5131,2 BHK,1200.0,2.0,62.0,Kondhwa Budruk,2,51.666666666666664
5132,2 BHK,900.0,2.0,30.0,Kondhwa Budruk,2,33.333333333333336
5133,2 BHK,950.0,2.0,40.0,Kondhwa Budruk,2,42.10526315789474
5134,2 BHK,1216.0,2.0,69.06,Kondhwa Budruk,2,56.79276315789474
5135,3 Bedroom,1200.0,3.0,128.0,Kondhwa Budruk,3,106.66666666666667
5136,4 BHK,1548.3,4.0,129.0,Kondhwa Budruk,4,83.3171865917458
5137,2 BHK,1140.0,2.0,46.0,Kondhwa Budruk,2,40.35087719298246
5138,2 BHK,1243.0,2.0,46.0,Kondhwa Budruk,2,37.00724054706355
5139,2 BHK,1125.0,2.0,29.25,Kondhwa Budruk,2,26.0
5140,2 BHK,1185.0,2.0,58.0,Kondhwa Budruk,2,48.9451476793249
5141,6 BHK,2100.0,6.0,92.0,Kondhwa Budruk,6,43.80952380952381
5142,2 Bedroom,1200.0,2.0,46.13,Kondhwa Budruk,2,38.44166666666667
5143,3 BHK,1500.0,3.0,75.0,Kondhwa Budruk,3,50.0
5145,3 BHK,1520.0,3.0,111.0,Kondhwa Budruk,3,73.02631578947368
5146,2 BHK,1107.83,2.0,41.51,Kondhwa Budruk,2,37.469647870160586
5147,8 Bedroom,3150.0,5.0,145.0,Kondhwa Budruk,8,46.03174603174603
5148,2 BHK,1333.0,2.0,77.27,Kondhwa Budruk,2,57.96699174793699
5149,2 BHK,1229.0,2.0,70.0,Kondhwa Budruk,2,56.95687550854353
5150,2 BHK,1200.0,2.0,52.0,Kondhwa Budruk,2,43.333333333333336
5151,2 BHK,1050.0,2.0,55.5,Kondhwa Budruk,2,52.857142857142854
5152,3 BHK,1920.0,3.0,130.0,Kondhwa Budruk,3,67.70833333333333
5153,3 BHK,1350.0,3.0,68.0,Kondhwa Budruk,3,50.370370370370374
5154,3 BHK,1052.0,2.0,60.0,Kondhwa Budruk,3,57.034220532319395
5155,3 BHK,1620.0,3.0,90.0,Kondhwa Budruk,3,55.55555555555556
5156,3 BHK,1655.0,3.0,131.0,Kondhwa Budruk,3,79.15407854984895
5157,2 BHK,1333.0,2.0,104.0,Kondhwa Budruk,2,78.01950487621906
5158,3 BHK,1768.0,3.0,95.0,Kondhwa Budruk,3,53.73303167420814
5159,2 BHK,985.0,2.0,49.97,Kondhwa Budruk,2,50.73096446700507
